CGPA,Projects,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,label,Practical Experiences,I+P,I+W,P+W,Aptitude*SoftSkills,Internships less than 2,Workshops/Certifications less than 2
8.3,1,90,4.8,1,1,84,88,1,3,2,2,2,432.0,1,1
8.6,3,86,4.5,1,1,79,88,1,6,4,3,5,387.0,1,0
7.5,3,88,4.8,1,1,72,81,0,7,5,4,5,422.4,0,0
8.2,3,81,4.8,1,0,80,79,1,7,5,4,5,388.8,0,0
7.6,2,77,4.1,0,0,69,75,0,5,4,3,3,315.7,0,1
6.7,1,60,4.3,0,0,59,63,0,3,2,2,2,258.0,1,1
8.3,3,88,4.4,1,1,79,85,1,6,4,3,5,387.20000000000005,1,0
8.3,3,90,4.7,1,1,65,69,1,5,5,2,3,423.0,0,1
7.5,1,60,3.5,0,1,58,66,0,3,2,2,2,210.0,1,1
7.4,2,82,4.6,1,1,70,88,0,3,3,1,2,377.2,1,1
7.6,1,74,4.6,1,1,55,61,0,2,2,1,1,340.4,1,1
7.7,3,85,4.8,1,1,80,68,1,4,4,1,3,408.0,1,1
8.4,3,90,4.8,1,1,79,88,1,7,5,4,5,432.0,0,0
8.9,3,90,4.8,1,1,72,86,1,7,5,4,5,432.0,0,0
8.5,2,73,4.2,1,1,76,88,0,4,3,2,3,306.6,1,1
8.2,3,90,4.8,1,0,69,73,1,7,5,4,5,432.0,0,0
7.5,3,79,4.1,1,1,75,70,1,7,5,4,5,323.9,0,0
8.8,3,90,4.1,1,1,73,85,1,3,3,0,3,368.99999999999994,1,1
6.6,3,75,3.9,1,1,71,70,0,5,4,2,4,292.5,1,1
7.5,1,78,4.2,0,1,59,72,0,3,2,2,2,327.6,1,1
8.4,1,81,4.8,1,0,84,80,1,4,2,3,3,388.8,1,0
8.5,3,90,4.7,1,1,86,87,1,6,4,3,5,423.0,1,0
7.5,3,83,3.9,1,1,63,71,0,3,3,0,3,323.7,1,1
8.2,2,81,4.0,1,1,57,68,0,3,3,1,2,324.0,1,1
7.7,1,74,4.0,1,1,79,87,1,2,2,1,1,296.0,1,1
6.6,1,63,3.3,0,0,62,67,0,2,2,1,1,207.89999999999998,1,1
7.7,1,69,4.2,0,0,55,63,0,3,2,2,2,289.8,1,1
7.6,3,83,4.1,1,1,57,67,0,4,4,1,3,340.29999999999995,1,1
9.0,3,78,4.8,1,1,79,85,1,6,4,3,5,374.4,1,0
7.5,3,78,4.2,0,1,79,69,1,3,3,0,3,327.6,1,1
7.9,3,84,4.8,1,0,71,84,1,6,4,3,5,403.2,1,0
7.4,3,86,4.2,1,1,60,75,0,8,5,5,6,361.2,0,0
7.3,2,69,4.3,1,0,55,72,0,4,3,2,3,296.7,1,1
7.0,1,60,3.3,0,1,55,66,0,2,2,1,1,198.0,1,1
8.4,3,90,4.5,1,1,81,85,1,7,5,4,5,405.0,0,0
6.8,1,60,4.4,0,1,62,66,0,3,2,2,2,264.0,1,1
8.2,3,88,4.8,0,1,77,88,1,4,4,1,3,422.4,1,1
6.6,2,73,4.2,1,1,62,84,0,2,2,0,2,306.6,1,1
7.5,3,80,4.5,1,0,77,80,0,4,4,1,3,360.0,1,1
6.5,1,72,3.7,1,0,56,70,0,4,3,3,2,266.40000000000003,0,1
8.1,3,71,4.1,1,1,85,77,0,5,4,2,4,291.09999999999997,1,1
6.5,1,78,4.0,0,0,55,66,0,3,2,2,2,312.0,1,1
7.6,1,68,4.1,0,0,55,71,0,3,2,2,2,278.79999999999995,1,1
7.0,2,78,4.7,0,1,73,64,0,3,3,1,2,366.6,1,1
8.3,2,68,4.8,1,1,61,84,1,6,4,4,4,326.4,0,0
7.7,3,86,4.4,1,1,71,74,1,7,5,4,5,378.40000000000003,0,0
7.5,1,78,4.1,0,0,55,67,0,2,2,1,1,319.79999999999995,1,1
8.6,3,87,4.8,0,1,73,85,1,8,5,5,6,417.59999999999997,0,0
6.6,2,61,3.9,0,0,55,61,0,3,3,1,2,237.9,1,1
8.9,3,85,4.6,0,1,77,72,0,5,3,2,5,390.99999999999994,1,0
6.5,1,70,3.6,0,0,57,68,0,2,1,1,2,252.0,1,1
8.3,3,79,4.7,1,1,72,69,1,7,5,4,5,371.3,0,0
7.8,2,77,4.5,1,1,74,87,1,4,3,2,3,346.5,1,1
6.6,1,69,4.3,0,0,58,61,0,3,2,2,2,296.7,1,1
7.5,2,79,4.7,1,1,78,66,0,4,3,2,3,371.3,1,1
7.6,1,61,4.3,0,0,60,68,0,2,1,1,2,262.3,1,1
8.0,1,75,4.3,1,1,75,85,1,2,2,1,1,322.5,1,1
6.8,2,72,4.4,0,0,62,62,0,3,2,1,3,316.8,1,1
6.5,1,69,4.0,0,0,61,65,0,1,1,0,1,276.0,1,1
6.5,2,78,4.3,0,0,55,67,0,3,3,1,2,335.4,1,1
8.1,3,90,4.7,1,1,81,83,1,7,5,4,5,423.0,0,0
7.7,2,76,4.6,1,1,56,66,0,3,3,1,2,349.59999999999997,1,1
8.2,3,82,4.8,0,1,70,86,0,5,4,2,4,393.59999999999997,1,1
7.5,1,81,3.8,1,1,60,64,0,2,2,1,1,307.8,1,1
8.4,3,84,4.8,1,1,71,81,0,5,5,2,3,403.2,0,1
6.8,3,83,4.3,1,1,61,66,1,3,3,0,3,356.9,1,1
8.2,3,90,4.6,1,1,76,87,1,7,5,4,5,413.99999999999994,0,0
8.5,3,90,4.3,1,1,80,85,1,5,3,2,5,387.0,1,0
8.0,3,85,4.7,1,1,83,86,1,5,3,2,5,399.5,1,0
8.2,3,90,4.1,1,1,71,86,1,7,5,4,5,368.99999999999994,0,0
7.4,3,83,3.5,0,1,68,84,1,3,3,0,3,290.5,1,1
7.6,3,90,4.8,1,0,76,85,1,7,5,4,5,432.0,0,0
8.1,3,81,4.8,0,1,79,82,0,6,4,3,5,388.8,1,0
6.5,1,73,3.9,0,0,67,70,0,3,2,2,2,284.7,1,1
8.2,2,79,4.8,1,1,74,70,1,5,3,3,4,379.2,1,0
8.1,3,75,4.8,1,1,59,72,0,6,5,3,4,360.0,0,1
8.5,1,82,4.5,1,1,64,63,0,1,1,0,1,369.0,1,1
8.0,2,78,3.8,1,0,79,71,0,3,3,1,2,296.4,1,1
8.0,3,90,4.5,0,1,77,76,1,6,4,3,5,405.0,1,0
6.5,1,78,3.5,0,1,62,72,0,3,2,2,2,273.0,1,1
8.5,2,85,4.2,1,1,82,88,1,4,2,2,4,357.0,1,0
8.6,2,87,4.8,1,1,74,76,1,3,3,1,2,417.59999999999997,1,1
8.3,3,86,4.4,1,1,75,79,1,4,4,1,3,378.40000000000003,1,1
8.4,2,80,3.3,0,0,55,63,0,3,3,1,2,264.0,1,1
6.6,1,71,3.5,0,0,55,60,0,2,1,1,2,248.5,1,1
6.5,1,83,4.1,1,1,55,80,0,1,1,0,1,340.29999999999995,1,1
6.6,2,70,4.6,1,1,76,84,0,4,3,2,3,322.0,1,1
6.6,3,86,4.4,0,0,60,65,0,4,4,1,3,378.40000000000003,1,1
7.0,1,82,4.6,1,0,71,79,0,2,2,1,1,377.2,1,1
8.4,2,86,4.6,1,1,77,80,0,2,2,0,2,395.59999999999997,1,1
7.6,2,72,4.5,0,0,55,67,0,3,2,1,3,324.0,1,1
8.3,2,82,4.4,1,1,76,85,1,4,3,2,3,360.8,1,1
7.7,1,71,4.2,0,1,70,71,0,2,2,1,1,298.2,1,1
6.5,1,62,3.9,0,0,62,68,0,1,1,0,1,241.79999999999998,1,1
8.1,1,80,4.6,0,0,59,58,0,2,2,1,1,368.0,1,1
7.4,2,81,4.8,1,0,55,69,0,3,3,1,2,388.8,1,1
8.2,3,90,4.8,1,0,75,80,1,7,5,4,5,432.0,0,0
7.7,2,70,3.6,0,1,55,62,0,3,3,1,2,252.0,1,1
7.8,3,90,4.7,1,1,80,78,1,5,5,2,3,423.0,0,1
7.5,1,80,4.6,0,0,63,70,0,3,2,2,2,368.0,1,1
7.5,2,79,4.6,1,1,90,67,1,4,2,2,4,363.4,1,0
6.5,1,64,4.3,1,1,64,63,0,1,1,0,1,275.2,1,1
7.4,2,79,4.7,1,1,86,83,0,3,3,1,2,371.3,1,1
7.5,1,84,4.7,1,1,66,83,0,4,2,3,3,394.8,1,0
8.4,3,81,4.3,1,1,75,79,1,7,5,4,5,348.3,0,0
8.2,3,88,4.8,1,1,65,83,1,7,5,4,5,422.4,0,0
7.0,1,61,3.5,0,0,55,67,0,3,2,2,2,213.5,1,1
8.7,3,80,4.1,1,1,71,78,1,5,5,2,3,328.0,0,1
8.1,3,90,4.8,1,1,81,88,1,6,4,3,5,432.0,1,0
8.5,3,85,4.8,1,1,80,88,1,5,3,2,5,408.0,1,0
6.5,2,63,4.3,0,0,82,82,0,3,3,1,2,270.9,1,1
8.1,3,90,4.7,1,1,66,85,1,7,5,4,5,423.0,0,0
8.3,3,89,4.4,1,1,75,82,0,5,3,2,5,391.6,1,0
7.5,2,76,4.2,0,1,61,67,0,3,2,1,3,319.2,1,1
6.7,1,64,4.2,0,1,69,68,0,3,2,2,2,268.8,1,1
8.5,3,88,4.8,1,1,83,85,1,7,5,4,5,422.4,0,0
8.5,3,87,4.8,1,1,74,78,1,7,5,4,5,417.59999999999997,0,0
8.2,3,82,4.5,1,1,83,81,1,6,4,3,5,369.0,1,0
8.5,3,90,4.8,1,1,78,84,1,7,5,4,5,432.0,0,0
6.5,1,71,4.5,0,0,61,65,0,2,2,1,1,319.5,1,1
6.9,1,79,3.5,0,0,57,64,0,3,2,2,2,276.5,1,1
7.6,3,90,4.4,1,0,73,81,1,6,4,3,5,396.00000000000006,1,0
7.8,1,81,3.9,0,1,62,72,0,4,2,3,3,315.9,1,0
8.5,3,90,4.8,1,1,72,83,1,7,5,4,5,432.0,0,0
8.4,1,86,4.3,1,1,57,67,1,1,1,0,1,369.8,1,1
6.9,3,78,4.5,1,1,59,70,1,5,4,2,4,351.0,1,1
7.8,3,73,4.6,1,0,73,62,0,7,5,4,5,335.79999999999995,0,0
7.5,2,81,4.4,1,1,69,82,0,3,3,1,2,356.40000000000003,1,1
8.2,3,86,4.3,1,0,78,72,1,3,3,0,3,369.8,1,1
8.3,1,80,3.9,1,1,79,68,0,1,1,0,1,312.0,1,1
7.7,3,78,4.7,1,1,88,79,1,4,4,1,3,366.6,1,1
8.5,3,88,4.8,1,1,88,82,1,3,3,0,3,422.4,1,1
7.4,2,72,3.5,0,0,73,69,0,5,4,3,3,252.0,0,1
6.5,1,65,4.5,0,1,55,68,0,2,2,1,1,292.5,1,1
6.5,1,75,4.3,1,1,69,73,0,3,3,2,1,322.5,0,1
7.8,1,73,3.9,0,1,55,67,1,2,2,1,1,284.7,1,1
7.2,1,79,4.1,0,1,83,67,1,2,1,1,2,323.9,1,1
8.3,3,90,4.8,1,1,75,83,1,5,3,2,5,432.0,1,0
8.1,3,90,4.6,1,1,81,88,1,7,5,4,5,413.99999999999994,0,0
7.8,3,90,4.8,1,1,74,88,1,7,5,4,5,432.0,0,0
7.5,1,83,4.4,0,1,55,70,0,2,2,1,1,365.20000000000005,1,1
8.1,3,82,4.5,1,1,79,87,0,7,5,4,5,369.0,0,0
7.5,1,70,3.8,0,1,63,73,0,3,2,2,2,266.0,1,1
8.1,3,81,4.5,0,1,77,67,1,3,3,0,3,364.5,1,1
8.5,3,90,4.8,1,1,79,81,1,7,5,4,5,432.0,0,0
8.3,3,90,4.5,1,1,74,88,1,7,5,4,5,405.0,0,0
7.5,2,65,4.7,0,1,63,69,0,3,3,1,2,305.5,1,1
8.3,3,90,4.8,1,1,83,85,1,7,5,4,5,432.0,0,0
8.6,3,86,4.8,1,0,77,85,1,6,5,3,4,412.8,0,1
7.8,2,79,4.1,0,1,57,63,0,2,2,0,2,323.9,1,1
8.4,3,90,4.3,1,1,76,88,1,5,3,2,5,387.0,1,0
7.4,1,65,3.2,0,1,55,62,0,4,3,3,2,208.0,0,1
8.5,3,72,4.5,1,1,57,84,0,5,4,2,4,324.0,1,1
7.4,1,75,3.8,0,0,56,66,0,1,1,0,1,285.0,1,1
8.3,3,90,4.8,1,1,76,87,1,7,5,4,5,432.0,0,0
8.2,3,77,3.4,0,1,55,84,0,4,4,1,3,261.8,1,1
7.6,1,75,4.0,0,0,67,68,0,1,1,0,1,300.0,1,1
8.1,1,71,4.2,0,0,55,61,0,3,2,2,2,298.2,1,1
7.7,2,88,4.6,1,1,77,72,1,5,3,3,4,404.79999999999995,1,0
8.4,3,80,4.5,1,1,57,64,1,7,5,4,5,360.0,0,0
8.6,3,90,4.6,1,1,69,86,0,7,5,4,5,413.99999999999994,0,0
7.4,1,77,4.3,0,1,56,69,0,2,2,1,1,331.09999999999997,1,1
8.2,3,85,4.6,1,1,86,78,1,6,4,3,5,390.99999999999994,1,0
6.7,1,72,4.5,0,1,77,69,0,5,3,4,3,324.0,0,0
8.2,2,74,4.8,1,0,78,66,1,3,3,1,2,355.2,1,1
7.5,1,76,4.5,1,0,59,59,0,3,2,2,2,342.0,1,1
7.6,1,60,4.2,0,0,62,67,0,2,2,1,1,252.0,1,1
7.5,2,67,4.7,0,0,60,65,0,4,3,2,3,314.90000000000003,1,1
6.7,2,66,3.9,0,0,58,68,0,2,2,0,2,257.4,1,1
8.3,2,72,4.2,0,1,61,63,0,3,3,1,2,302.40000000000003,1,1
7.4,2,76,3.8,0,1,66,70,0,2,2,0,2,288.8,1,1
8.7,3,88,4.8,1,1,79,83,0,7,5,4,5,422.4,0,0
7.6,1,69,4.0,0,1,58,65,0,4,2,3,3,276.0,1,0
8.1,2,72,4.5,1,1,73,70,1,3,3,1,2,324.0,1,1
8.4,3,90,4.8,1,1,72,85,1,6,4,3,5,432.0,1,0
7.7,1,78,4.6,0,1,55,85,1,3,1,2,3,358.79999999999995,1,0
7.7,1,64,3.7,0,1,55,61,0,3,2,2,2,236.8,1,1
8.3,1,78,4.5,1,1,78,88,1,4,2,3,3,351.0,1,0
8.6,2,77,3.9,1,1,77,69,0,4,3,2,3,300.3,1,1
8.0,1,85,4.5,0,0,66,63,1,4,3,3,2,382.5,0,1
8.6,3,81,4.7,1,1,77,78,1,5,5,2,3,380.7,0,1
7.9,3,82,4.6,1,1,87,83,0,4,4,1,3,377.2,1,1
7.8,1,75,3.8,0,0,65,64,0,4,3,3,2,285.0,0,1
8.4,3,89,4.4,1,1,75,88,1,7,5,4,5,391.6,0,0
7.8,1,73,4.0,0,0,56,72,0,1,1,0,1,292.0,1,1
7.8,3,88,4.6,1,1,65,83,1,4,3,1,4,404.79999999999995,1,1
6.5,1,89,4.6,1,0,62,77,0,1,1,0,1,409.4,1,1
6.5,2,85,4.0,1,1,71,82,1,4,3,2,3,340.0,1,1
8.2,3,90,4.8,1,1,86,86,1,7,5,4,5,432.0,0,0
8.5,3,90,4.8,1,1,81,85,1,7,5,4,5,432.0,0,0
7.6,2,77,3.7,1,1,72,80,1,2,2,0,2,284.90000000000003,1,1
7.9,2,73,4.3,0,1,58,65,0,3,3,1,2,313.9,1,1
7.9,1,76,4.2,1,1,70,60,0,2,2,1,1,319.2,1,1
7.5,2,72,4.3,0,1,57,67,0,4,3,2,3,309.59999999999997,1,1
7.6,2,65,4.8,0,1,62,73,1,3,3,1,2,312.0,1,1
6.9,2,73,4.2,0,0,55,57,0,3,3,1,2,306.6,1,1
7.7,1,69,3.8,0,0,57,65,0,2,2,1,1,262.2,1,1
7.3,1,74,3.8,0,1,60,65,0,2,1,1,2,281.2,1,1
7.9,2,84,4.1,0,1,58,75,1,3,3,1,2,344.4,1,1
8.8,3,90,4.8,1,1,72,76,1,8,5,5,6,432.0,0,0
6.7,1,78,4.3,0,0,65,68,0,4,2,3,3,335.4,1,0
8.2,3,90,4.8,1,1,76,83,1,5,5,2,3,432.0,0,1
7.8,3,90,4.6,1,0,87,84,1,6,5,3,4,413.99999999999994,0,1
7.6,1,76,4.6,0,0,73,62,0,2,2,1,1,349.59999999999997,1,1
7.8,1,86,4.0,1,1,60,76,1,2,2,1,1,344.0,1,1
7.4,3,70,4.7,1,1,74,86,0,6,4,3,5,329.0,1,0
7.3,2,84,4.4,1,1,76,81,1,5,3,3,4,369.6,1,0
7.4,2,70,4.5,1,1,70,64,1,3,3,1,2,315.0,1,1
6.5,1,70,4.7,1,1,55,66,1,2,2,1,1,329.0,1,1
6.5,3,90,4.6,1,1,75,67,1,5,5,2,3,413.99999999999994,0,1
7.7,1,73,4.3,0,0,65,63,0,3,2,2,2,313.9,1,1
6.6,2,78,4.4,0,0,59,70,0,3,3,1,2,343.20000000000005,1,1
8.1,3,90,4.6,0,1,71,81,1,4,4,1,3,413.99999999999994,1,1
7.4,1,69,4.2,0,1,59,65,0,3,2,2,2,289.8,1,1
7.9,1,74,4.4,0,0,59,65,0,2,1,1,2,325.6,1,1
8.4,3,90,4.8,1,0,82,81,1,7,5,4,5,432.0,0,0
6.7,2,83,4.0,0,1,55,66,0,2,2,0,2,332.0,1,1
7.7,1,65,3.0,0,0,55,74,0,2,2,1,1,195.0,1,1
6.7,1,80,3.5,0,0,57,62,0,2,2,1,1,280.0,1,1
7.4,1,75,3.7,0,0,61,68,0,3,2,2,2,277.5,1,1
8.7,3,90,4.6,1,1,75,86,1,7,5,4,5,413.99999999999994,0,0
8.0,3,77,4.8,1,1,77,85,0,5,5,2,3,369.59999999999997,0,1
7.6,2,67,4.1,0,0,58,70,0,4,3,2,3,274.7,1,1
6.9,3,78,4.4,1,1,79,78,0,5,4,2,4,343.20000000000005,1,1
8.2,3,90,4.8,1,1,89,87,1,7,5,4,5,432.0,0,0
6.5,3,86,4.6,1,1,76,83,0,5,3,2,5,395.59999999999997,1,0
7.7,1,80,4.7,1,1,56,85,1,4,3,3,2,376.0,0,1
8.3,1,72,4.0,1,1,76,70,0,5,3,4,3,288.0,0,0
7.2,1,73,3.7,0,0,55,62,0,1,1,0,1,270.1,1,1
7.9,2,87,4.4,1,1,74,70,1,2,2,0,2,382.8,1,1
7.7,1,78,3.3,0,0,55,74,0,3,2,2,2,257.4,1,1
7.4,1,69,4.4,0,0,57,66,0,2,2,1,1,303.6,1,1
8.2,3,90,4.8,1,0,85,78,1,7,5,4,5,432.0,0,0
7.7,2,85,3.7,0,1,56,72,0,3,3,1,2,314.5,1,1
7.4,2,80,4.2,1,1,83,80,1,3,3,1,2,336.0,1,1
8.3,1,77,4.0,0,1,55,67,0,4,1,3,4,308.0,1,0
7.7,2,75,4.7,1,1,79,80,0,5,3,3,4,352.5,1,0
8.2,1,71,3.5,0,0,56,65,0,3,2,2,2,248.5,1,1
7.5,1,66,4.3,0,0,60,68,0,1,1,0,1,283.8,1,1
8.6,1,87,4.4,1,1,55,83,1,3,3,2,1,382.8,0,1
7.5,3,75,4.5,1,1,80,63,1,6,4,3,5,337.5,1,0
8.2,1,71,3.8,0,0,67,62,0,2,2,1,1,269.8,1,1
6.5,1,76,4.3,0,0,59,66,0,1,1,0,1,326.8,1,1
7.7,1,78,4.1,0,0,58,75,0,2,1,1,2,319.79999999999995,1,1
8.4,3,90,4.8,1,1,79,86,1,7,5,4,5,432.0,0,0
8.4,3,90,4.6,1,1,73,84,1,6,4,3,5,413.99999999999994,1,0
7.7,3,84,4.7,1,0,59,65,0,5,4,2,4,394.8,1,1
6.7,2,75,4.8,1,1,55,67,1,3,3,1,2,360.0,1,1
6.5,2,76,4.4,1,1,71,73,1,4,3,2,3,334.40000000000003,1,1
7.5,1,64,3.4,0,0,56,66,0,2,2,1,1,217.6,1,1
7.1,3,81,4.2,1,1,62,88,1,4,4,1,3,340.2,1,1
7.8,3,84,3.8,1,1,59,71,0,3,3,0,3,319.2,1,1
6.5,1,87,4.2,1,1,80,82,1,5,2,4,4,365.40000000000003,1,0
7.5,3,76,4.4,1,1,81,83,1,4,3,1,4,334.40000000000003,1,1
8.1,1,90,4.8,1,1,83,72,1,4,2,3,3,432.0,1,0
7.5,3,79,4.4,1,1,70,80,1,7,5,4,5,347.6,0,0
7.4,1,66,3.9,0,0,61,57,0,6,3,5,4,257.4,0,0
8.2,3,90,4.8,1,1,70,84,1,5,3,2,5,432.0,1,0
8.1,3,69,4.1,1,0,67,59,0,3,3,0,3,282.9,1,1
8.6,3,82,4.8,1,1,87,68,0,4,4,1,3,393.59999999999997,1,1
6.5,2,78,4.4,1,1,77,73,0,4,3,2,3,343.20000000000005,1,1
6.9,2,78,4.5,0,1,68,64,1,4,3,2,3,351.0,1,1
7.7,2,84,3.9,0,1,86,87,1,6,4,4,4,327.59999999999997,0,0
7.9,1,88,3.6,0,0,73,66,0,5,3,4,3,316.8,0,0
8.3,3,90,4.8,1,1,83,87,1,7,5,4,5,432.0,0,0
8.4,3,90,4.8,1,1,72,82,1,7,5,4,5,432.0,0,0
8.2,1,76,4.4,1,1,56,81,0,1,1,0,1,334.40000000000003,1,1
8.5,3,84,4.7,1,1,58,85,1,4,4,1,3,394.8,1,1
8.6,3,89,4.8,1,0,79,78,1,7,5,4,5,427.2,0,0
7.6,2,90,4.7,1,1,70,70,0,5,4,3,3,423.0,0,1
7.5,2,69,3.7,0,0,58,65,0,2,2,0,2,255.3,1,1
6.6,3,90,4.8,1,1,67,83,0,6,4,3,5,432.0,1,0
7.6,1,81,3.9,1,1,61,83,1,1,1,0,1,315.9,1,1
8.3,3,85,4.1,1,1,76,86,1,6,4,3,5,348.49999999999994,1,0
6.5,1,81,4.0,0,1,55,67,0,2,1,1,2,324.0,1,1
6.5,1,60,4.0,0,0,55,74,0,3,2,2,2,240.0,1,1
8.1,3,90,4.8,1,1,83,88,1,5,5,2,3,432.0,0,1
7.3,1,85,4.4,0,0,57,68,0,1,1,0,1,374.00000000000006,1,1
7.7,1,79,4.3,0,0,56,65,0,3,2,2,2,339.7,1,1
7.8,2,86,4.1,1,1,85,84,0,2,2,0,2,352.59999999999997,1,1
6.5,2,77,4.1,1,0,55,68,0,3,2,1,3,315.7,1,1
7.8,1,87,4.2,1,1,59,86,1,3,2,2,2,365.40000000000003,1,1
7.7,1,79,4.3,0,1,71,85,1,2,2,1,1,339.7,1,1
7.7,1,73,3.6,0,0,55,65,0,1,1,0,1,262.8,1,1
7.5,1,78,3.3,0,0,64,61,0,2,2,1,1,257.4,1,1
8.3,3,77,4.1,1,1,84,64,0,5,5,2,3,315.7,0,1
8.4,3,90,4.8,1,1,79,84,1,7,5,4,5,432.0,0,0
7.6,2,70,3.9,0,1,55,60,0,3,3,1,2,273.0,1,1
6.8,2,73,4.3,1,1,64,63,1,2,2,0,2,313.9,1,1
6.8,1,70,3.3,0,0,55,70,0,1,1,0,1,231.0,1,1
6.6,1,72,4.0,0,0,58,63,0,3,2,2,2,288.0,1,1
6.5,1,86,3.9,0,0,72,70,0,1,1,0,1,335.4,1,1
6.5,1,79,4.2,1,1,83,74,1,1,1,0,1,331.8,1,1
7.6,1,83,4.8,1,1,78,81,1,3,1,2,3,398.4,1,0
7.7,2,75,4.6,1,0,68,73,1,5,3,3,4,345.0,1,0
8.2,1,75,4.1,1,0,65,70,0,2,2,1,1,307.5,1,1
6.5,1,64,4.0,0,0,55,71,0,3,2,2,2,256.0,1,1
8.2,3,90,4.8,1,1,84,85,1,7,5,4,5,432.0,0,0
8.1,3,83,4.6,1,0,68,83,1,5,3,2,5,381.79999999999995,1,0
7.9,2,90,4.8,1,1,76,80,1,3,3,1,2,432.0,1,1
7.3,1,70,3.8,0,0,56,71,0,3,2,2,2,266.0,1,1
8.3,3,88,4.8,1,1,82,72,0,5,5,2,3,422.4,0,1
8.4,3,88,4.5,1,1,73,82,1,6,4,3,5,396.0,1,0
7.3,3,89,3.8,0,0,79,71,0,4,4,1,3,338.2,1,1
7.7,2,69,4.1,1,0,57,63,0,4,3,2,3,282.9,1,1
8.3,1,81,4.7,0,0,75,69,0,2,2,1,1,380.7,1,1
8.0,1,75,3.6,1,1,55,64,0,4,2,3,3,270.0,1,0
7.7,2,71,4.4,0,1,55,66,0,5,4,3,3,312.40000000000003,0,1
8.4,3,85,4.4,1,1,78,83,1,6,5,3,4,374.00000000000006,0,1
6.6,2,78,4.5,0,0,69,68,0,3,2,1,3,351.0,1,1
6.6,1,85,4.0,0,1,57,62,1,3,2,2,2,340.0,1,1
6.5,1,66,3.7,0,1,55,61,0,3,2,2,2,244.20000000000002,1,1
7.0,2,66,4.3,0,1,79,63,1,2,2,0,2,283.8,1,1
7.6,1,77,4.2,0,1,72,68,1,3,3,2,1,323.40000000000003,0,1
7.7,1,65,4.3,0,1,55,64,0,1,1,0,1,279.5,1,1
7.7,2,79,4.1,1,1,66,72,0,3,3,1,2,323.9,1,1
8.0,3,90,4.7,1,1,82,86,1,7,5,4,5,423.0,0,0
7.7,1,65,3.8,1,0,88,79,0,3,3,2,1,247.0,0,1
8.1,2,83,4.6,1,1,75,75,0,3,3,1,2,381.79999999999995,1,1
8.2,2,74,4.4,1,1,72,81,1,5,3,3,4,325.6,1,0
7.3,2,75,4.6,1,1,77,74,1,5,3,3,4,345.0,1,0
6.7,2,76,4.8,1,1,59,66,1,3,3,1,2,364.8,1,1
8.0,3,90,4.6,1,1,72,88,1,7,4,4,6,413.99999999999994,1,0
7.3,1,69,3.9,1,1,58,60,0,2,2,1,1,269.09999999999997,1,1
8.2,3,79,4.0,1,1,73,67,0,6,4,3,5,316.0,1,0
8.5,3,76,4.8,1,1,85,88,1,5,5,2,3,364.8,0,1
8.1,3,90,4.8,1,1,78,88,1,6,4,3,5,432.0,1,0
6.9,2,82,4.2,1,1,73,86,1,3,2,1,3,344.40000000000003,1,1
7.9,2,75,3.8,1,0,57,66,0,3,3,1,2,285.0,1,1
7.7,3,84,4.8,1,1,75,86,1,5,3,2,5,403.2,1,0
7.6,2,68,4.3,1,1,84,63,0,3,3,1,2,292.4,1,1
8.0,3,90,4.7,1,1,71,88,1,5,3,2,5,423.0,1,0
6.9,1,78,4.6,1,1,65,82,0,4,2,3,3,358.79999999999995,1,0
8.1,1,82,4.4,0,0,55,73,0,3,3,2,1,360.8,0,1
7.7,3,88,4.3,0,1,56,83,0,6,5,3,4,378.4,0,1
7.3,1,70,3.7,1,1,61,67,0,2,2,1,1,259.0,1,1
7.4,3,75,4.3,1,1,88,84,1,5,3,2,5,322.5,1,0
6.8,1,64,4.2,0,1,63,67,0,2,2,1,1,268.8,1,1
8.4,3,87,4.1,1,0,55,84,0,4,4,1,3,356.7,1,1
8.3,3,89,4.6,1,1,77,88,1,7,5,4,5,409.4,0,0
6.9,1,67,4.5,0,1,55,71,0,3,2,2,2,301.5,1,1
6.5,1,73,3.5,0,0,85,64,0,2,1,1,2,255.5,1,1
7.8,3,76,3.8,0,1,55,69,0,4,3,1,4,288.8,1,1
8.3,3,90,4.8,1,1,83,87,1,5,4,2,4,432.0,1,1
7.5,3,79,3.8,1,1,62,63,1,5,4,2,4,300.2,1,1
7.4,3,61,4.8,0,0,58,73,0,5,4,2,4,292.8,1,1
7.8,2,89,3.9,1,1,70,74,0,2,2,0,2,347.09999999999997,1,1
7.5,1,70,4.3,0,0,64,66,0,2,1,1,2,301.0,1,1
6.6,1,70,4.1,0,0,55,67,0,2,2,1,1,287.0,1,1
8.6,3,90,4.8,1,1,75,88,1,6,5,3,4,432.0,0,1
7.5,2,78,3.8,0,1,82,68,0,3,2,1,3,296.4,1,1
8.1,3,84,3.3,0,0,86,65,0,3,3,0,3,277.2,1,1
7.6,1,75,4.2,0,1,55,63,0,2,1,1,2,315.0,1,1
8.0,3,83,4.6,1,1,72,85,1,7,5,4,5,381.79999999999995,0,0
8.3,3,90,4.8,1,1,78,87,1,7,5,4,5,432.0,0,0
7.8,1,64,3.9,0,0,64,61,0,1,1,0,1,249.6,1,1
8.0,3,74,3.8,0,1,77,68,0,4,4,1,3,281.2,1,1
