StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,label
1377,7.7,1,2,2,75,4.6,Yes,No,68,73,1
1378,8.2,1,1,0,75,4.1,Yes,No,65,70,0
1379,6.5,1,1,1,64,4,No,No,55,71,0
1380,8.2,2,3,2,90,4.8,Yes,Yes,84,85,1
1381,8.1,0,3,2,83,4.6,Yes,No,68,83,1
1382,7.9,1,2,0,90,4.8,Yes,Yes,76,80,1
1383,7.3,1,1,1,70,3.8,No,No,56,71,0
1384,8.3,2,3,0,88,4.8,Yes,Yes,82,72,0
1385,8.4,1,3,2,88,4.5,Yes,Yes,73,82,1
1386,7.3,1,3,0,89,3.8,No,No,79,71,0
1387,7.7,1,2,1,69,4.1,Yes,No,57,63,0
1388,8.3,1,1,0,81,4.7,No,No,75,69,0
1389,8,1,1,2,75,3.6,Yes,Yes,55,64,0
1390,7.7,2,2,1,71,4.4,No,Yes,55,66,0
1391,8.4,2,3,1,85,4.4,Yes,Yes,78,83,1
1392,6.6,0,2,1,78,4.5,No,No,69,68,0
1393,6.6,1,1,1,85,4,No,Yes,57,62,1
1394,6.5,1,1,1,66,3.7,No,Yes,55,61,0
1395,7,0,2,0,66,4.3,No,Yes,79,63,1
1396,7.6,2,1,0,77,4.2,No,Yes,72,68,1
1397,7.7,0,1,0,65,4.3,No,Yes,55,64,0
1398,7.7,1,2,0,79,4.1,Yes,Yes,66,72,0
1399,8,2,3,2,90,4.7,Yes,Yes,82,86,1
1400,7.7,2,1,0,65,3.8,Yes,No,88,79,0
1401,8.1,1,2,0,83,4.6,Yes,Yes,75,75,0
1402,8.2,1,2,2,74,4.4,Yes,Yes,72,81,1
1403,7.3,1,2,2,75,4.6,Yes,Yes,77,74,1
1404,6.7,1,2,0,76,4.8,Yes,Yes,59,66,1
1405,8,1,3,3,90,4.6,Yes,Yes,72,88,1
1406,7.3,1,1,0,69,3.9,Yes,Yes,58,60,0
1407,8.2,1,3,2,79,4,Yes,Yes,73,67,0
1408,8.5,2,3,0,76,4.8,Yes,Yes,85,88,1
1409,8.1,1,3,2,90,4.8,Yes,Yes,78,88,1
1410,6.9,0,2,1,82,4.2,Yes,Yes,73,86,1
1411,7.9,1,2,0,75,3.8,Yes,No,57,66,0
1412,7.7,0,3,2,84,4.8,Yes,Yes,75,86,1
1413,7.6,1,2,0,68,4.3,Yes,Yes,84,63,0
1414,8,0,3,2,90,4.7,Yes,Yes,71,88,1
1415,6.9,1,1,2,78,4.6,Yes,Yes,65,82,0
1416,8.1,2,1,0,82,4.4,No,No,55,73,0
1417,7.7,2,3,1,88,4.3,No,Yes,56,83,0
1418,7.3,1,1,0,70,3.7,Yes,Yes,61,67,0
1419,7.4,0,3,2,75,4.3,Yes,Yes,88,84,1
1420,6.8,1,1,0,64,4.2,No,Yes,63,67,0
1421,8.4,1,3,0,87,4.1,Yes,No,55,84,0
1422,8.3,2,3,2,89,4.6,Yes,Yes,77,88,1
1423,6.9,1,1,1,67,4.5,No,Yes,55,71,0
1424,6.5,0,1,1,73,3.5,No,No,85,64,0
1425,7.8,0,3,1,76,3.8,No,Yes,55,69,0
1426,8.3,1,3,1,90,4.8,Yes,Yes,83,87,1
1427,7.5,1,3,1,79,3.8,Yes,Yes,62,63,1
1428,7.4,1,3,1,61,4.8,No,No,58,73,0
1429,7.8,0,2,0,89,3.9,Yes,Yes,70,74,0
1430,7.5,0,1,1,70,4.3,No,No,64,66,0
1431,6.6,1,1,0,70,4.1,No,No,55,67,0
1432,8.6,2,3,1,90,4.8,Yes,Yes,75,88,1
1433,7.5,0,2,1,78,3.8,No,Yes,82,68,0
1434,8.1,0,3,0,84,3.3,No,No,86,65,0
1435,7.6,0,1,1,75,4.2,No,Yes,55,63,0
1436,8,2,3,2,83,4.6,Yes,Yes,72,85,1
1437,8.3,2,3,2,90,4.8,Yes,Yes,78,87,1
1438,7.8,0,1,0,64,3.9,No,No,64,61,0
1439,8,1,3,0,74,3.8,No,Yes,77,68,0
1440,8.7,2,3,2,90,4.8,Yes,Yes,80,86,1
1441,8.4,0,3,2,87,4.8,Yes,No,82,75,1
1442,8.4,1,3,2,90,4.7,Yes,Yes,85,88,1
1443,8.8,0,3,2,89,4.5,Yes,Yes,77,87,1
1444,7.5,2,2,1,75,4.2,Yes,Yes,65,86,0
1445,7.7,1,2,1,69,4.5,No,Yes,55,61,0
1446,7.5,0,2,1,81,4.1,Yes,No,56,66,0
1447,7.5,1,3,0,83,4.8,Yes,Yes,73,87,1
1448,8.3,0,3,2,90,4.7,Yes,Yes,76,85,1
1449,7.6,0,2,1,69,4.8,No,No,80,71,0
1450,6.7,1,1,0,81,4.6,Yes,Yes,57,70,1
1451,7.6,0,1,0,73,4.7,No,No,80,57,0
1452,6.5,0,1,0,81,4.1,No,Yes,64,65,0
1453,7.9,2,3,2,90,4.5,Yes,No,84,82,1
1454,8.4,0,3,2,90,4.7,Yes,Yes,82,87,1
1455,7.3,1,1,0,74,4.5,No,No,67,65,0
1456,7.6,0,2,0,84,4.5,Yes,Yes,69,86,1
1457,7.4,1,1,1,82,4.3,No,Yes,86,69,0
1458,8.7,1,2,2,84,4.3,No,No,78,87,0
1459,7.9,0,3,2,89,4.5,No,No,63,59,1
1460,7.8,1,2,0,77,4.2,No,Yes,79,70,1
1461,6.8,1,1,1,78,4,No,No,65,58,0
1462,7.7,1,2,2,86,4.8,Yes,Yes,73,86,1
1463,7.6,1,1,1,77,4,No,Yes,55,74,1
1464,7.7,1,2,0,88,4.5,No,Yes,55,69,0
1465,6.7,2,3,2,83,4,No,No,79,68,1
1466,7.7,1,1,0,82,4.3,No,Yes,60,63,0
1467,8.2,0,2,2,83,4.8,Yes,Yes,78,82,1
1468,8.2,2,2,2,82,4.7,Yes,No,75,68,1
1469,6.9,2,3,0,80,4.4,Yes,Yes,74,67,0
1470,8.1,1,3,2,90,4.3,Yes,Yes,74,80,0
1471,6.7,1,2,0,74,4,No,Yes,56,66,0
1472,6.5,1,2,0,77,3.5,No,Yes,57,68,1
1473,8.1,2,3,2,85,4.8,Yes,Yes,80,79,1
1474,7.3,0,1,1,66,4.7,No,No,59,66,0
1475,8.7,2,3,2,90,4.8,Yes,Yes,82,84,1
1476,7.5,1,1,0,70,4.4,No,Yes,70,64,0
1477,8.1,1,1,0,60,3.7,Yes,No,77,66,0
1478,7.5,1,3,0,84,4.1,Yes,Yes,82,82,0
1479,8.7,0,3,1,88,4.8,Yes,No,77,82,1
1480,8,2,3,2,90,4.5,Yes,Yes,77,88,1
1481,6.6,0,1,1,71,4.4,Yes,Yes,64,85,0
1482,8.3,1,3,2,90,4.8,Yes,Yes,87,88,1
1483,8,1,1,2,84,4.6,Yes,No,76,84,1
1484,6.5,0,2,1,75,3.9,No,Yes,56,63,0
1485,7.5,1,2,0,67,4.4,Yes,No,66,84,0
1486,8.1,2,2,0,90,4.8,Yes,Yes,76,88,0
1487,6.5,1,1,0,67,3.8,No,No,56,64,0
1488,7.1,1,1,0,70,4.1,Yes,Yes,56,65,0
1489,7.7,1,3,0,86,4.8,Yes,Yes,79,84,1
1490,8.7,2,3,2,90,4.8,Yes,Yes,73,82,1
1491,7.6,1,2,1,83,3.9,Yes,Yes,70,69,1
1492,8.6,1,2,0,77,4.7,No,Yes,55,68,1
1493,8.1,0,2,0,70,4.8,Yes,Yes,78,86,1
1494,8.1,1,1,0,62,3,No,No,55,67,0
1495,8.2,2,3,2,90,4.8,Yes,No,83,82,1
1496,8.1,2,2,2,79,4.6,Yes,Yes,79,85,0
1497,7.7,0,2,2,83,4.5,Yes,Yes,63,82,1
1498,6.5,1,2,1,72,4.6,Yes,Yes,82,71,0
1499,8,2,2,2,90,4.8,Yes,Yes,75,85,1
1500,8.4,1,3,0,83,4.8,Yes,Yes,77,85,1
1501,6.5,1,0,0,88,4.7,Yes,Yes,74,67,1
1502,7.3,1,1,1,60,4.1,No,No,59,65,0
1503,7.7,1,2,0,78,3.8,No,Yes,66,66,0
1504,8.5,1,3,2,88,4.8,Yes,Yes,83,85,1
1505,6.6,1,2,2,73,3.3,Yes,Yes,64,83,1
1506,6.5,1,1,0,76,3.8,No,No,55,70,0
1507,8.5,2,3,1,90,4.7,Yes,Yes,75,88,1
1508,8.2,1,3,0,77,4.5,Yes,Yes,75,88,1
1509,6.5,1,1,0,77,4.3,No,No,66,60,0
1510,6.5,1,1,1,60,4,No,No,70,71,0
1511,6.6,1,2,1,69,3.6,No,Yes,55,70,0
1512,7.8,1,2,0,82,4,No,Yes,70,60,0
1513,8.4,2,3,2,90,4.8,Yes,No,72,85,1
1514,7.8,2,2,1,65,4.8,No,Yes,55,73,1
1515,7.9,0,2,1,79,4.8,Yes,Yes,61,66,0
1516,7.4,1,1,1,68,4.5,No,No,69,68,0
1517,8.4,0,3,2,90,4.8,Yes,Yes,88,83,1
1518,7.4,1,2,0,66,4.7,Yes,Yes,63,65,0
1519,7.8,0,1,0,61,3.8,No,No,60,71,0
1520,6.5,1,1,0,68,3.8,No,No,59,65,0
1521,6.8,2,3,3,90,4.8,Yes,Yes,81,83,1
1522,7.9,0,1,2,87,4.7,Yes,Yes,89,85,0
1523,8.2,1,0,0,84,4.8,Yes,Yes,74,82,1
1524,8.5,1,3,2,83,4.8,Yes,Yes,76,87,1
1525,8.3,0,2,2,84,4.8,Yes,Yes,87,86,1
1526,7.6,2,1,1,82,3.9,Yes,No,71,71,0
1527,6.5,1,1,0,77,3.7,No,Yes,63,69,0
1528,6.5,1,1,1,61,3.1,No,No,68,74,0
1529,7.5,1,2,0,87,4.5,No,No,57,72,0
1530,8.3,2,3,2,90,4.7,Yes,No,83,80,1
1531,7.2,1,1,1,77,4.7,Yes,Yes,62,69,1
1532,8,1,3,1,83,4.7,Yes,Yes,77,83,0
1533,6.9,1,1,0,76,4.3,No,Yes,60,64,0
1534,7.8,2,1,1,74,3.6,Yes,Yes,57,72,0
1535,8.6,1,2,2,85,3.7,Yes,Yes,81,83,0
1536,7.9,1,3,0,78,4.6,Yes,Yes,78,85,1
1537,8.3,0,2,0,70,4.1,No,Yes,55,72,0
1538,7.8,1,2,1,78,4.8,No,Yes,55,69,0
1539,7.6,2,3,2,81,4,Yes,Yes,67,69,1
1540,7.3,0,1,0,67,3.6,No,No,55,58,0
1541,7.8,1,1,0,79,4,No,Yes,55,70,0
1542,7.4,1,1,0,74,4.4,Yes,Yes,71,81,1
1543,8.3,1,3,2,79,4.4,Yes,Yes,78,83,1
1544,8,1,2,2,74,4.1,No,Yes,70,84,1
1545,7.6,0,2,2,78,4.4,Yes,Yes,80,71,0
1546,8.3,0,3,0,82,4.5,Yes,Yes,73,81,1
1547,8.5,2,3,0,90,4.8,Yes,No,74,88,1
1548,8.5,1,3,0,79,4.5,Yes,Yes,73,88,0
1549,6.5,0,2,1,60,3.1,No,No,65,71,0
1550,8.3,0,3,1,76,4.5,Yes,No,81,67,0
1551,6.5,0,1,0,62,4,No,Yes,58,66,0
1552,7.8,1,1,0,89,4.7,Yes,Yes,79,69,0
1553,8.9,2,3,2,86,4.7,Yes,Yes,71,88,1
1554,8.3,1,3,2,85,4.8,Yes,Yes,71,70,1
1555,8.5,0,1,1,90,4.8,Yes,No,61,75,0
1556,6.5,1,1,1,62,4.1,No,Yes,63,67,0
1557,7.7,2,3,2,89,4.8,Yes,Yes,86,79,1
1558,8.2,1,2,0,68,4.2,No,No,57,64,0
1559,7.5,0,1,1,71,3.4,No,No,66,74,0
1560,8.3,2,3,2,82,4.8,Yes,Yes,79,81,1
1561,6.5,1,2,3,77,4.4,Yes,No,64,80,0
1562,6.5,0,2,0,71,3.4,No,Yes,55,73,0
1563,8.4,1,3,2,81,4.3,No,Yes,74,66,1
1564,7.8,1,3,0,81,4.5,Yes,Yes,79,72,1
1565,8.3,2,3,2,90,4.8,Yes,Yes,75,80,1
1566,8.3,2,3,2,90,4.8,Yes,Yes,88,87,1
1567,8.5,1,3,2,86,4.6,Yes,Yes,64,83,1
1568,8.3,1,2,2,90,4.8,Yes,Yes,90,84,1
1569,8.5,1,2,3,90,4.8,No,Yes,70,72,0
1570,6.8,0,2,1,89,3.9,No,Yes,63,61,1
1571,7.5,1,2,0,82,4.4,No,Yes,57,61,1
1572,7.4,1,2,1,64,3.5,No,No,62,69,0
1573,7.8,1,1,0,73,3.2,No,Yes,57,69,0
1574,7.5,1,1,0,68,4.1,No,Yes,82,67,0
1575,6.5,2,3,0,89,4.4,Yes,Yes,77,73,1
1576,7.4,0,1,1,69,4,No,Yes,60,71,0
1577,8,1,2,1,83,4,Yes,Yes,75,68,1
1578,7.8,1,3,0,87,4.1,Yes,Yes,66,63,0
1579,6.6,0,2,0,64,4.2,No,No,55,85,0
1580,8.5,1,2,1,76,3.8,No,Yes,58,70,0
1581,7.7,1,1,1,75,4.6,No,Yes,72,75,0
1582,8,2,3,0,90,4.4,Yes,Yes,72,85,1
1583,8,1,3,2,86,4.8,Yes,No,84,85,1
1584,6.8,1,2,0,75,4.5,Yes,Yes,76,80,0
1585,8.2,1,3,2,79,4.1,Yes,Yes,78,65,1
1586,8.1,2,3,2,86,4.5,Yes,Yes,84,81,1
1587,8.3,1,2,0,82,4.6,Yes,Yes,85,86,1
1588,8.3,1,2,1,84,4.7,Yes,Yes,59,69,0
1589,7.4,0,1,0,85,3.9,No,Yes,68,63,0
1590,8.4,2,3,1,83,4.6,Yes,Yes,79,83,1
1591,7.4,1,1,0,74,4.1,No,Yes,56,62,0
1592,8,1,1,0,77,3.9,Yes,Yes,72,68,1
1593,8.2,0,3,2,80,4.8,Yes,Yes,80,83,1
1594,8.2,1,2,2,89,4.3,Yes,Yes,76,83,1
1595,8,0,2,2,83,4.6,Yes,Yes,82,78,0
1596,7.8,2,3,0,75,4.5,Yes,Yes,72,81,1
1597,8,1,2,1,80,3.4,Yes,Yes,76,82,0
1598,6.5,2,2,2,79,4.4,No,No,80,71,1
1599,7.8,1,3,2,90,4.8,Yes,Yes,79,83,1
1600,7.8,1,2,0,72,4.5,No,Yes,55,69,0
1601,8.3,0,3,2,74,4.1,Yes,Yes,70,84,0
1602,6.6,1,1,0,68,3.9,Yes,Yes,55,67,1
1603,7.5,1,3,1,78,4,No,No,83,73,0
1604,7.7,0,1,0,65,3.9,No,No,74,69,0
1605,7.4,1,2,0,80,4.3,No,Yes,65,67,0
1606,8.5,1,1,0,75,4.2,Yes,Yes,58,71,0
1607,7.6,1,3,0,82,4.8,Yes,Yes,69,84,1
1608,8,1,2,1,80,4.2,Yes,No,77,69,0
1609,8.7,1,3,2,80,4.7,Yes,Yes,76,82,1
1610,6.5,0,2,0,76,3.6,No,Yes,55,66,0
1611,6.5,1,1,0,80,4.4,No,Yes,59,69,0
1612,8.4,2,3,2,90,4.5,Yes,No,75,86,1
1613,7.5,1,1,1,73,4.2,Yes,Yes,64,72,0
1614,7.5,1,1,1,62,4.3,No,No,60,61,0
1615,8.4,0,1,1,67,4.1,No,No,78,58,1
1616,8,1,3,3,90,4.8,Yes,Yes,82,84,1
1617,8.4,2,3,2,90,4.8,Yes,Yes,77,77,0
1618,7.3,1,1,1,64,4.1,No,No,59,60,0
1619,6.5,1,2,2,75,4.1,Yes,Yes,66,70,1
1620,7.4,1,1,1,63,3.6,No,No,65,65,0
1621,8,2,1,0,77,4.5,No,Yes,59,65,0
1622,7.9,1,2,0,80,4.5,No,Yes,59,66,0
1623,8.3,0,3,0,88,4.7,Yes,Yes,70,80,0
1624,7,1,3,1,90,4.7,Yes,Yes,74,60,0
1625,6.5,1,2,0,80,4.4,No,Yes,59,68,0
1626,8.7,1,2,1,90,4.6,No,No,74,68,0
1627,7.6,1,1,0,60,4,No,No,56,64,0
1628,7.6,1,3,0,84,4.1,No,No,57,73,0
1629,7.4,0,1,1,90,4.8,Yes,Yes,71,69,0
1630,7.6,1,2,0,79,4.1,No,Yes,71,62,0
1631,7.4,1,2,1,62,4.5,Yes,Yes,60,66,0
1632,7.5,0,1,1,71,4.4,Yes,Yes,79,74,0
1633,7.7,1,1,0,75,3.6,No,Yes,59,71,0
1634,6.5,2,2,1,81,4.8,No,No,61,69,0
1635,7.4,2,3,1,79,4.4,No,Yes,75,73,0
1636,7.8,1,3,0,90,4.6,No,Yes,64,83,0
1637,8.1,1,1,0,72,4,No,No,85,62,0
1638,8,1,3,0,83,4.1,Yes,Yes,82,83,1
1639,7.4,2,2,1,78,4.3,Yes,No,68,69,0
1640,8.6,2,3,2,86,4.1,Yes,Yes,75,85,1
1641,7.6,1,3,1,73,3.9,Yes,No,72,73,1
1642,7.6,1,3,2,90,4.3,Yes,Yes,55,86,1
1643,7.3,1,1,1,73,4,No,Yes,55,67,0
1644,8,1,3,2,84,4.7,Yes,Yes,90,86,1
1645,8.5,0,3,3,84,4.6,No,Yes,86,70,0
1646,8.6,1,3,1,88,4.8,Yes,Yes,71,80,0
1647,6.6,1,1,0,69,4.2,Yes,Yes,55,69,0
1648,7.7,1,1,1,79,3.9,No,Yes,55,61,0
1649,8.7,2,2,1,72,4.6,Yes,Yes,77,77,0
1650,7.5,1,2,0,65,3.5,No,No,55,63,0
1651,6.7,1,1,1,76,4.6,No,No,62,68,0
1652,6.9,1,1,1,76,4.8,Yes,Yes,58,66,0
1653,8.5,2,3,2,84,4.6,Yes,Yes,74,83,1
1654,8.2,0,3,0,90,4.3,Yes,Yes,79,86,0
1655,7.3,1,1,1,77,4.1,No,No,58,74,0
1656,7.6,1,2,1,71,4.1,No,Yes,61,66,0
1657,6.5,1,3,2,85,3.7,Yes,Yes,79,86,1
1658,7.4,1,3,0,83,3.8,No,Yes,69,85,0
1659,8,2,3,2,90,4.8,Yes,Yes,88,83,1
1660,8.2,2,1,2,77,4.8,Yes,Yes,60,79,0
1661,8.1,2,2,1,90,4.7,Yes,Yes,68,88,1
1662,6.5,1,3,0,87,4.8,No,No,65,86,0
1663,7.4,1,2,1,73,4.5,No,No,56,69,0
1664,8.2,2,3,2,90,4.7,Yes,Yes,72,84,1
1665,7.7,1,2,0,74,3.8,Yes,Yes,58,63,0
1666,8.5,2,3,2,86,4.8,Yes,Yes,78,87,1
1667,8.6,1,3,1,83,4.7,Yes,Yes,78,81,1
1668,7.7,1,3,2,86,4.5,No,Yes,65,88,0
1669,8.2,2,3,2,90,4.2,Yes,Yes,83,77,1
1670,6.5,1,2,1,86,4.3,Yes,Yes,84,88,1
1671,9,2,3,2,88,4.8,No,Yes,72,84,1
1672,7.5,0,2,1,73,3.6,No,No,56,71,0
1673,7.8,0,2,0,74,4.2,No,Yes,55,68,0
1674,8.3,0,3,0,88,3.4,Yes,Yes,76,87,1
1675,8.2,2,3,2,90,4.8,Yes,Yes,76,85,1
1676,8.5,2,3,2,90,4.8,Yes,Yes,82,88,1
1677,8.6,2,3,2,90,4.8,Yes,Yes,65,82,1
1678,7.8,1,3,2,83,4.2,Yes,Yes,78,80,0
1679,8.4,2,3,2,83,4.8,Yes,Yes,77,86,1
1680,7.7,1,1,1,70,4.3,Yes,Yes,75,70,0
1681,7.8,1,2,0,83,4.8,Yes,Yes,78,80,1
1682,7.6,1,1,1,76,4.2,Yes,Yes,67,65,1
1683,7.6,1,1,1,85,4.1,No,Yes,85,70,0
1684,6.5,0,1,0,90,4.5,Yes,Yes,56,82,0
1685,7.5,2,1,1,65,4,No,Yes,56,62,0
1686,7.8,1,1,0,63,4.4,No,Yes,55,68,0
1687,6.9,0,3,2,82,4.8,Yes,Yes,85,79,1
1688,8.6,1,3,2,88,4.6,No,Yes,72,83,1
1689,7,0,3,1,67,3.6,Yes,Yes,57,82,0
1690,8.8,2,1,2,83,4.8,Yes,Yes,84,87,1
1691,7.7,1,1,0,72,4.2,No,No,55,63,0
1692,7.4,1,1,2,68,4.3,No,Yes,61,60,0
1693,8.3,1,2,0,72,4.2,No,No,63,74,0
1694,8.2,2,3,0,87,4.7,Yes,Yes,83,88,1
1695,8,1,3,1,77,4.5,Yes,Yes,71,85,0
1696,7.8,1,1,0,81,4.5,Yes,Yes,55,63,0
1697,7.6,0,1,0,83,3.2,No,No,55,65,0
1698,7.4,1,3,2,83,4.5,Yes,No,84,79,1
1699,8.4,0,3,0,80,4.3,Yes,Yes,82,83,0
1700,8.7,1,2,2,74,4.1,Yes,Yes,75,87,1
1701,8.5,2,2,2,89,4.6,Yes,Yes,55,84,1
1702,8,2,3,2,90,4.8,Yes,Yes,76,86,1
1703,7.4,1,3,0,78,4.6,Yes,Yes,74,82,0
1704,8.2,2,3,2,87,4.8,Yes,Yes,87,88,1
1705,7.3,1,2,0,69,3.7,No,Yes,55,68,0
1706,7.5,0,3,0,78,4.7,No,No,55,70,0
1707,7.5,1,2,0,78,3.9,Yes,Yes,87,76,0
1708,7.6,0,2,0,68,3.9,No,Yes,64,61,0
1709,7.9,2,3,3,90,4.7,Yes,No,77,61,1
1710,7.5,1,1,0,67,4.2,No,No,57,60,0
1711,7.6,1,2,2,74,4.2,No,Yes,81,68,0
1712,8,1,2,2,87,4.8,Yes,Yes,90,68,1
1713,7.6,1,1,1,68,4,No,Yes,61,68,0
1714,8,2,3,2,89,4.1,Yes,Yes,75,85,1
1715,6.5,0,1,1,84,3.6,No,No,61,63,0
1716,8.2,1,1,1,87,4.7,Yes,Yes,55,81,0
1717,7.3,1,1,0,84,3.9,No,Yes,55,69,0
1718,7.9,2,3,2,90,4.6,Yes,Yes,82,81,1
1719,7.7,1,1,0,70,3.9,Yes,Yes,71,82,0
1720,8,1,2,0,61,3.6,Yes,No,59,64,0
1721,7.7,0,1,1,90,4.3,Yes,Yes,75,75,1
1722,7.4,0,2,0,76,4.5,No,Yes,72,85,0
1723,6.8,1,2,0,75,4.2,No,Yes,77,57,0
1724,8,0,3,2,76,4.7,Yes,Yes,77,82,1
1725,7.4,2,2,0,69,4.1,No,No,59,75,0
1726,7.8,0,1,0,67,4.1,Yes,No,59,69,0
1727,7.6,0,1,1,75,3.6,No,Yes,59,62,0
1728,7.2,1,1,0,82,4,No,Yes,82,74,1
1729,7.9,1,3,0,83,4.8,No,No,76,82,0
1730,8.1,0,2,3,72,3.2,Yes,Yes,73,83,1
1731,8.4,2,3,3,83,4.7,Yes,No,69,83,0
1732,7.6,1,2,0,71,4.8,No,Yes,58,67,0
1733,7.6,1,1,0,70,4.1,No,No,61,63,0
1734,7.6,1,2,1,86,4.4,Yes,Yes,90,79,0
1735,7.5,0,2,0,90,4.8,No,Yes,55,79,0
1736,7.5,1,2,0,79,4.3,No,Yes,58,67,0
1737,7.9,2,3,3,78,4.5,Yes,Yes,71,87,1
1738,7.6,1,3,0,68,4.2,Yes,Yes,88,82,0
1739,8.1,1,1,0,70,4.3,Yes,No,68,61,0
1740,7.9,2,1,2,75,3.9,Yes,No,77,80,0
1741,8.5,2,3,2,88,4.8,Yes,Yes,77,85,0
1742,7.7,1,2,0,73,3.8,No,Yes,55,74,0
1743,7.6,1,1,2,67,3.8,No,Yes,57,70,1
1744,7.4,1,2,1,72,3.3,Yes,Yes,81,69,1
1745,8.2,1,1,1,84,3.9,Yes,Yes,61,60,1
1746,6.6,1,1,1,77,3,No,No,57,68,0
1747,8.6,1,3,2,90,4.8,Yes,Yes,80,80,1
1748,7.6,1,2,2,76,4.5,Yes,Yes,76,81,0
1749,8,1,2,0,72,4.8,Yes,No,87,67,0
1750,8.1,1,3,2,85,4.7,Yes,Yes,68,88,1
1751,6.5,1,2,1,82,4,No,Yes,55,62,0
1752,7.7,1,3,0,86,4.1,Yes,Yes,77,58,0
1753,7.7,2,2,2,90,4.8,Yes,Yes,79,83,1
1754,8.6,1,2,2,90,4.6,Yes,Yes,81,87,1
1755,8,0,1,0,70,3.6,No,No,56,63,0
1756,7.9,1,3,2,90,4.6,Yes,Yes,81,88,1
1757,8.4,1,2,0,82,4.4,Yes,Yes,71,83,0
1758,7.6,1,1,0,83,4.3,No,Yes,57,71,0
1759,7.8,0,2,0,80,4.1,No,Yes,60,83,1
1760,7.7,1,1,0,67,4,No,No,55,69,0
1761,7.8,2,3,2,84,4.7,Yes,Yes,81,86,1
1762,8.3,1,3,2,90,4.8,Yes,Yes,85,86,1
1763,8.3,1,0,0,73,4.6,Yes,Yes,70,85,1
1764,6.8,1,1,1,72,4.3,No,Yes,65,60,1
1765,8.2,2,3,2,87,4.8,Yes,Yes,77,86,1
1766,8.1,0,2,0,81,4.8,No,Yes,88,82,0
1767,6.8,1,1,1,78,4.1,Yes,No,78,86,0
1768,7.7,1,2,0,68,3.7,No,Yes,74,71,0
1769,7.4,2,1,0,74,4.5,Yes,Yes,67,68,0
1770,8.2,2,3,2,90,4.5,Yes,Yes,90,67,1
1771,8,1,3,0,89,4.5,Yes,Yes,79,78,1
1772,6.7,2,3,2,85,4.2,Yes,Yes,64,64,0
1773,6.8,0,1,1,62,3.5,No,No,55,63,0
1774,7.7,0,2,0,81,4.2,No,Yes,75,60,0
1775,7.6,1,1,0,69,3.9,No,No,59,64,0
1776,8.1,1,1,2,76,4,No,Yes,71,71,0
1777,7.5,1,2,0,75,3.9,No,No,56,66,0
1778,6.9,0,1,1,73,3.5,No,Yes,69,63,0
1779,6.8,1,2,2,76,3.7,Yes,Yes,55,63,0
1780,8.3,0,3,0,90,4.8,Yes,Yes,74,85,1
1781,8.5,2,3,2,87,4.4,Yes,Yes,77,71,1
1782,7.3,1,1,2,76,4.3,No,No,55,70,1
1783,7.5,1,3,0,83,4.7,Yes,Yes,59,87,1
1784,6.5,1,2,1,78,4.5,No,No,57,66,0
1785,7.2,1,1,1,73,3.6,No,No,56,65,1
1786,7.4,1,1,0,90,4.4,No,Yes,58,63,0
1787,8.4,2,3,2,90,4.8,Yes,Yes,69,63,1
1788,6.8,0,2,2,84,4.5,No,No,67,70,0
1789,8.4,1,2,2,72,4.6,Yes,Yes,70,67,0
1790,8.4,1,3,2,90,4.8,Yes,Yes,85,88,1
1791,7.6,1,2,0,90,4.8,Yes,Yes,77,86,1
1792,8.2,0,1,1,85,4.7,Yes,No,81,66,0
1793,6.9,1,2,1,60,4.8,Yes,Yes,69,69,0
1794,8.7,1,3,0,87,4.8,Yes,Yes,65,82,0
1795,7.5,1,1,1,72,4.4,No,Yes,60,69,0
1796,7.6,1,2,0,86,4.2,No,Yes,58,65,0
1797,7.6,2,3,0,78,3.7,Yes,Yes,72,84,1
1798,6.9,2,3,3,80,4.8,Yes,No,82,86,1
1799,8,1,3,2,90,4.8,No,Yes,85,88,1
1800,8.2,1,3,2,89,4.5,Yes,Yes,84,88,1
1801,8.2,1,3,2,90,4.8,Yes,Yes,75,81,1
1802,7.5,0,1,0,77,4.3,No,Yes,61,69,0
1803,8.4,1,3,2,90,4.8,Yes,Yes,87,83,1
1804,8.3,2,3,2,90,4.8,Yes,Yes,68,88,1
1805,8.4,0,2,2,86,4.7,Yes,Yes,66,87,0
1806,7.5,1,2,0,77,4.8,No,Yes,55,59,0
1807,7.6,1,1,2,73,4.2,Yes,No,64,76,0
1808,7.6,2,2,2,79,4.8,Yes,Yes,76,82,1
1809,8.3,0,1,1,69,4.1,Yes,Yes,60,66,0
1810,8.4,1,3,2,90,4.7,Yes,Yes,81,88,1
1811,7.1,1,1,0,74,4.7,Yes,No,78,70,0
1812,8.4,0,2,0,81,3.8,Yes,Yes,65,65,1
1813,8.1,0,3,2,87,4.8,Yes,No,90,83,1
1814,7.8,1,1,2,62,3.9,No,No,60,62,0
1815,6.5,0,1,1,73,3.8,No,Yes,55,71,0
1816,7.9,1,3,0,78,4.2,No,Yes,55,74,1
1817,6.5,2,3,2,81,3.3,No,Yes,83,76,1
1818,8.7,2,3,2,90,4.8,Yes,Yes,81,80,1
1819,7.4,1,2,0,73,3.3,No,Yes,57,66,0
